State,District,Year,Season,Produce,Temperature,Rainfall
Haryana,AMBALA,2012,Kharif,0.0,25.09,498.6
Haryana,BHIWANI,2008,Kharif,1.3860490157333745,25.12,610.5
Haryana,BHIWANI,2009,Kharif,1.0515858030106726,25.81,188.4
Haryana,BHIWANI,2010,Kharif,1.6301467132041885,25.89,414.0
Haryana,BHIWANI,2011,Kharif,1.7439955054075564,25.27,263.0
Haryana,BHIWANI,2012,Kharif,1.3860716700473292,25.09,301.7
Haryana,FARIDABAD,2008,Kharif,1.623000231857176,25.12,126.8
Haryana,FARIDABAD,2009,Kharif,1.6424856282507527,25.81,347.1
Haryana,FARIDABAD,2010,Kharif,1.1405109489051095,25.89,539.5999999999999
Haryana,FARIDABAD,2011,Kharif,1.5286624203821657,25.27,590.9
Haryana,FARIDABAD,2012,Kharif,1.438021282714984,25.09,294.1
Haryana,FATEHABAD,2008,Kharif,2.623651734525313,25.12,429.5
Haryana,FATEHABAD,2009,Kharif,2.686108979278588,25.81,130.7
Haryana,FATEHABAD,2010,Kharif,2.4145380607446945,25.89,308.4
Haryana,FATEHABAD,2011,Kharif,2.2462732285072495,25.27,289.6
Haryana,FATEHABAD,2012,Kharif,2.117362371445856,25.09,133.4
Haryana,GURGAON,2008,Kharif,1.9898428915090136,25.12,0.0
Haryana,GURGAON,2009,Kharif,1.8411900517286728,25.81,426.5
Haryana,GURGAON,2010,Kharif,1.9103038852642098,25.89,812.7
Haryana,GURGAON,2011,Kharif,2.257551669316375,25.27,435.19999999999993
Haryana,GURGAON,2012,Kharif,2.2631855156127,25.09,479.69999999999993
Bihar,HISAR,2008,Kharif,2.2274306421316843,25.67,366.1
Bihar,HISAR,2009,Kharif,2.012864831750755,26.41,208.5
Bihar,HISAR,2010,Kharif,2.235876128941392,26.4,1034.4
Bihar,HISAR,2011,Kharif,2.20288823123651,25.63,1099.6999999999998
Bihar,HISAR,2012,Kharif,2.1109664708158884,25.48,834.5999999999999
Haryana,JHAJJAR,2008,Kharif,1.6124894638472533,25.12,0.0
Haryana,JHAJJAR,2009,Kharif,1.9698388607227049,25.81,357.6
Haryana,JHAJJAR,2010,Kharif,1.7094391724561135,25.89,480.4
Haryana,JHAJJAR,2011,Kharif,1.9319835913722376,25.27,301.6
Haryana,JHAJJAR,2012,Kharif,1.945863303102957,25.09,215.5
Haryana,JIND,2008,Kharif,1.9192774484899802,25.12,164.3
Haryana,JIND,2009,Kharif,1.76146625342817,25.81,363.5
Haryana,JIND,2010,Kharif,2.0601374968172035,25.89,507.4
Haryana,JIND,2011,Kharif,2.051282051282051,25.27,346.5
Haryana,JIND,2012,Kharif,2.0719449832481045,25.09,207.20000000000002
Haryana,KAITHAL,2008,Kharif,2.2954461310625693,25.12,0.0
Haryana,KAITHAL,2009,Kharif,1.8377285674905817,25.81,175.29999999999998
Haryana,KAITHAL,2010,Kharif,1.520086862106406,25.89,543.3
Haryana,KAITHAL,2011,Kharif,2.5755494505494507,25.27,258.0
Haryana,KAITHAL,2012,Kharif,2.8334786399302527,25.09,147.4
Haryana,KARNAL,2008,Kharif,3.1790886612504416,25.12,514.2
Haryana,KARNAL,2009,Kharif,1.6194331983805668,25.81,437.19999999999993
Haryana,KARNAL,2010,Kharif,0.0,25.89,835.0
Haryana,KARNAL,2011,Kharif,2.100840336134454,25.27,376.3
Haryana,KARNAL,2012,Kharif,2.2172949002217295,25.09,328.9
Haryana,KURUKSHETRA,2008,Kharif,0.0,25.12,1.5
Haryana,KURUKSHETRA,2009,Kharif,0.0,25.81,233.60000000000002
Haryana,KURUKSHETRA,2010,Kharif,0.0,25.89,422.29999999999995
Haryana,KURUKSHETRA,2011,Kharif,0.0,25.27,280.70000000000005
Haryana,KURUKSHETRA,2012,Kharif,0.0,25.09,159.5
Haryana,MAHENDRAGARH,2008,Kharif,1.7676252634441498,25.12,661.6999999999999
